"","id","name","date_from","date_to","lat_start","lon_start","species_count","taxon_count","record_count","imis_dasid","date_last_harvested"
"520",2417,"Summer Flounder",1891,2011,-89.247,-178.75,4043,6034,104844,4017,"10/6/2011 0:00:00"
"521",230,"Summer Flounder",1903,1909,41.26,-71.32,1305,1433,46294,3436,"2/6/2008 0:00:00"
"522",1693,"Summer Flounder",2000,2009,42.852,-70.801,125,147,38661,3829,"9/15/2010 0:00:00"
"523",38,"Summer Flounder",1970,1995,5.34,-86.18,266,273,466736,4106,"8/10/2007 0:00:00"
"524",223,"Summer Flounder",2002,2005,32.184,-80.931,274,444,6307,3685,"7/20/2007 0:00:00"
"525",1506,"Summer Flounder",1986,2010,28.756,-81.44,378,402,184411,3391,"5/22/2011 0:00:00"
"526",3846,"Summer Flounder",1893,1959,41.234,-68.617,7,8,614,4970,"9/29/2016 17:28:05"
"527",30,"Summer Flounder",1903,2000,12.5,-73.5,101,148,4089,4132,"10/31/2011 0:00:00"
"528",2546,"Summer Flounder",1905,2006,-78.498,-180,2886,4401,3181610,4099,""
"529",1435,"Summer Flounder",1948,2008,28.783,-81.4,723,1033,460938,3406,"5/21/2009 0:00:00"
"530",2415,"Summer Flounder",1826,2011,-77.883,-179.95,6972,8902,75785,2442,"11/3/2010 0:00:00"
"531",3414,"Summer Flounder",2007,2013,35.156,-76.108,191,219,37190,4883,"4/24/2016 23:45:09"
"532",1665,"Summer Flounder",1973,1980,27.35,-81.31,207,436,7669,3847,"7/12/2010 0:00:00"
"533",1662,"Summer Flounder",1980,1987,31.67,-80.33,121,130,1709,3839,"7/12/2010 0:00:00"
"534",268,"Summer Flounder",1840,2007,-80.8,-180,8131,9636,114408,1984,"7/17/2008 0:00:00"
"535",1663,"Summer Flounder",1979,1979,32.35,-79.02,223,377,1995,3841,"7/12/2010 0:00:00"
"536",3422,"Summer Flounder",1972,2014,-46.874,-159.787,2822,3191,22605,4542,"9/28/2016 19:03:00"
"537",29,"Summer Flounder",1905,2015,-68.991,-159,1995,2747,139692,4108,"9/29/2016 17:20:50"
"538",237,"Summer Flounder",1970,2015,39.972,-69.976,272,376,163619,4130,"9/29/2016 18:02:42"
"539",1694,"Summer Flounder",1900,1989,24.167,-82,1749,2679,225432,3981,"9/15/2010 0:00:00"
"540",721,"Summer Flounder",1804,2005,-80,-180,11716,11829,505852,4354,"3/16/2009 0:00:00"
"541",2416,"Summer Flounder",0,0,1.433,2.367,1286,1525,4152,4016,"11/24/2011 0:00:00"
"542",2318,"Summer Flounder",2001,2005,39,-74,50,56,517,3679,"2/16/2011 0:00:00"
"543",1659,"Summer Flounder",1973,1980,28.74,-81.37,411,530,16826,3394,"7/12/2010 0:00:00"
"544",1660,"Summer Flounder",1973,1980,27.36,-81.3,199,455,10395,3834,"7/12/2010 0:00:00"
"545",3413,"Summer Flounder",2002,2013,36.933,-76.517,133,164,24348,4882,"4/25/2016 3:28:29"
"546",3511,"Summer Flounder",1643,2015,-81.995,-174.565,4475,6521,85257,5006,"4/25/2016 6:26:53"
"547",129,"swordfish",1829,2005,-77.85,-155.518,1779,2205,15136,3442,"7/7/2006 0:00:00"
"548",3062,"swordfish",1965,2013,-79.583,-179.993,51,51,411926,4823,"10/6/2016 14:39:45"
"549",82,"swordfish",0,0,-67,-138.417,508,510,3286,3796,"11/15/2005 0:00:00"
"550",34,"swordfish",0,0,-40.18,-124.03,99,124,785,4139,"9/29/2016 18:15:46"
"551",32,"swordfish",0,0,0,-178.933,1360,1750,43352,4126,""
"552",2491,"swordfish",1996,1997,39.29,1.873,61,121,1046,3010,"9/29/2016 1:09:05"
"553",10,"swordfish",1869,2009,-54.733,-180.002,2922,3773,18632,1988,"5/11/2010 0:00:00"
"554",2651,"swordfish",2000,2010,38.851,1.952,327,415,18835,3056,"9/29/2016 3:06:22"
"555",2156,"swordfish",1935,1982,1.867,-98,29,45,9960,3438,"10/19/2016 4:03:22"
"556",2169,"swordfish",1993,1993,24.486,-96.314,46,74,3196,3423,"10/19/2016 4:55:38"
"557",3452,"swordfish",1965,1965,16.6,-80.15,1,1,8,4976,"9/29/2016 18:16:46"
"558",3508,"swordfish",1996,2013,36.838,-37.45,143,153,9837,230,"9/29/2016 8:34:51"
"559",2537,"swordfish",1997,2010,43.691,-11.347,191,204,260027,2759,"9/28/2016 23:57:18"
"560",3117,"swordfish",1902,2005,52.696,-5.668,563,573,9021,3192,"9/28/2016 16:34:30"
"561",2564,"swordfish",1998,2006,-1.409,-92.012,61,80,10566,3152,"9/29/2016 8:11:30"
"562",1435,"swordfish",1948,2008,28.783,-81.4,723,1033,460938,3406,"5/21/2009 0:00:00"
"563",3558,"swordfish",2000,2002,-47.25,106.25,372,390,60445,3964,"9/30/2016 13:26:53"
"564",2415,"swordfish",1826,2011,-77.883,-179.95,6972,8902,75785,2442,"11/3/2010 0:00:00"
"565",1495,"swordfish",1992,2005,1,-97.41,17,19,451827,3400,"9/2/2009 0:00:00"
"566",2353,"swordfish",1998,2015,37.2,-75.447,24,37,39219,3521,"10/19/2016 2:49:48"
"567",2559,"swordfish",1920,1984,40.6,0.44,75,84,33604,3147,"9/29/2016 12:05:35"
"568",2142,"swordfish",1999,1999,24.314,-96.016,37,65,1276,3434,"10/19/2016 6:37:18"
"569",2484,"swordfish",0,0,-21.867,-24.133,70,102,231459,3126,"9/29/2016 9:06:31"
"570",237,"swordfish",1970,2015,39.972,-69.976,272,376,163619,4130,"9/29/2016 18:02:42"
"571",168,"swordfish",1985,2005,-34.832,11.748,166,201,2744958,3764,"12/4/2006 0:00:00"
"572",721,"swordfish",1804,2005,-80,-180,11716,11829,505852,4354,"3/16/2009 0:00:00"
"573",3889,"swordfish",0,0,-34.133,18.583,634,854,1958,NA,"10/6/2016 18:23:14"
"574",1433,"swordfish",0,0,-10,-118.67,1240,1267,63632,3760,"5/18/2009 0:00:00"
"575",2216,"swordfish",1978,1980,31.9,-79.7,27,44,3699,3437,"10/19/2016 4:43:54"
"576",4292,"swordfish",1900,2013,-35,-179.65,3735,5232,53266,5587,"10/6/2016 16:48:15"
"577",2532,"swordfish",1970,1989,38.403,0.686,176,219,3704,3003,"9/29/2016 4:44:33"
"578",2333,"swordfish",0,0,-4.71,37.906,2514,2689,3080,3765,"5/22/2011 0:00:00"
"579",2527,"swordfish",2007,2010,38.949,2.054,472,565,10574,3051,"9/29/2016 6:44:19"
"580",1695,"swordfish",1768,2008,-47.012,-149.625,5575,6535,22148,82,"9/29/2016 9:02:58"
"581",63,"swordfish",1961,2008,-54.209,-179.999,559,800,495696,875,"10/6/2016 15:06:47"
"582",3511,"swordfish",1643,2015,-81.995,-174.565,4475,6521,85257,5006,"4/25/2016 6:26:53"
"583",3854,"swordfish",0,0,8.81,10.276,503,519,889,NA,"10/6/2016 18:34:40"
"584",2215,"swordfish",1978,1982,28.767,-81.3,31,49,11080,3439,"10/19/2016 3:41:27"
"585",1668,"swordfish",0,0,19.752,-178.333,1170,1251,1257,3970,"7/13/2010 0:00:00"
"586",1496,"swordfish",1980,2005,1.2,-96.333,73,106,231198,3401,"9/3/2009 0:00:00"
"587",2337,"swordfish",2001,2001,-23.383,43.583,259,284,721,3392,"5/22/2011 0:00:00"
"588",2474,"swordfish",0,0,-44.755,-42.426,196,270,89753,3125,"9/29/2016 4:56:15"
"589",3843,"swordfish",0,0,-18.247,-177.067,919,964,1436,5091,"10/6/2016 11:05:14"
"590",2417,"swordfish",1891,2011,-89.247,-178.75,4043,6034,104844,4017,"10/6/2011 0:00:00"
"591",2419,"swordfish",1975,2010,-75.052,-177.272,761,788,2874,4015,"9/28/2016 22:38:13"
"592",230,"swordfish",1903,1909,41.26,-71.32,1305,1433,46294,3436,"2/6/2008 0:00:00"
"593",2418,"swordfish",1903,2011,-49.39,-157.29,2570,3131,20333,4014,"11/10/2011 0:00:00"
"594",128,"swordfish",1888,2009,-77.983,-178.75,3496,3961,44343,3772,"9/1/2009 0:00:00"
"595",140,"swordfish",1983,2006,17.103,5.142,183,221,7664,1982,"9/12/2006 0:00:00"
"596",30,"swordfish",1903,2000,12.5,-73.5,101,148,4089,4132,"10/31/2011 0:00:00"
"597",3067,"swordfish",1786,2008,49,-17,134,140,1135,4536,"9/29/2016 4:01:03"
"598",2832,"swordfish",1966,2014,11.911,-173.644,50,58,39268,4125,"9/29/2016 17:30:11"
"599",73,"swordfish",1846,2005,-78.017,-175.337,4833,5334,118181,3657,"11/12/2005 0:00:00"
"600",1665,"swordfish",1973,1980,27.35,-81.31,207,436,7669,3847,"7/12/2010 0:00:00"
"601",1545,"swordfish",0,0,18.211,-97.794,12878,13474,126292,3399,"1/12/2010 0:00:00"
"602",2358,"swordfish",2010,2010,29.964,-80.705,11,14,239,3504,"10/18/2016 19:48:20"
"603",71,"swordfish",1706,2005,-55.533,11.767,16166,18344,48349,3446,"1/6/2007 0:00:00"
"604",2432,"swordfish",0,0,-76.9,-179.363,1783,1871,9631,3676,""
"605",268,"swordfish",1840,2007,-80.8,-180,8131,9636,114408,1984,"7/17/2008 0:00:00"
"606",3560,"swordfish",1965,1978,-43.909,72.042,890,1146,74788,4773,"9/30/2016 13:22:47"
"607",3215,"swordfish",1985,2010,-20.578,11.214,592,970,65243,4728,"10/4/2016 16:21:35"
"608",4322,"swordfish",1982,2015,-48.922,-177.985,277,279,939,5533,"10/6/2016 14:36:05"
"609",3216,"swordfish",1964,1987,-66.421,-179.988,422,717,111883,4848,"10/6/2016 15:42:07"
